ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
2584	Arasa	*caitu (hilo hecho en casa)	mahí	mahí	m a h í/i		299	Créqui1922	277	ligature de la flèche	
3789	ProtoTakana	*calabacera grande (insecto)	taři	taři	t a ɽ i		417		407	calabacera grande (insecto)	
3790	Tacana	*calabacera grande (insecto)	tari	tari	t a r i		417		407	calabacera grande	
3791	Cavinena	*calabacera grande (insecto)	tari	tari	t a r i		417		407	calabacera grande (insecto)	
2185	ProtoTakana	*caliente	kwase	kwase	kʷ a s e		259		229	caliente	
2186	Tacana	*caliente	kwase-kwase	kwase-kwase	kʷ a s e + kʷ a s e		259		229	tibio,medio caliente	
2187	Tacana	*caliente	kwase-sia	kwase-sia	kʷ a s e + s i a		259		229	calientar	
3660	ProtoTakana	*caliente,cocinar	sina	sina	s i n a	or *si+...	398		392	caliente,cocinar	
3661	Tacana	*caliente,cocinar	sina-da	sina-da	s i n a + d a		398		392	caliente,hace color	
3662	Tacana	*caliente,cocinar	e-sina-hi	e-sina-hi	e + s i n a + h i		398		392	olla de barra para cocer chicha	
3663	Tacana	*caliente,cocinar	sina-	sina-	s i n a		398		392	cocer	
3664	Tacana	*caliente,cocinar	sina-sina-ni	sina-sina-ni	s i n a + s i n a + n i		398	Armentia1887	392	ardor	
3665	Reyesano	*caliente,cocinar	dhindzindzi-me	dhindzindzi-me	ð i n d z i n d z i + m e		398		392	hot	
3666	Maropa	*caliente,cocinar	θintritríme	θintritríme	θ i n t r i t r í/i m e		398	Heath1883	392	hot	
3667	Cavinena	*caliente,cocinar	e-hina	e-hina	e + h i n a		398		392	cocido	
3668	Cavinena	*caliente,cocinar	hina-ma	hina-ma	h i n a + m a		398		392	crudo (sin cocer)	
3669	Cavinena	*caliente,cocinar	hina-	hina-	h i n a		398		392	cocer,cocinar	
3670	EseEjja	*caliente,cocinar	hiña-	hiña-	h i ɲ a		398		392	cocinar	
3671	EseEjja	*caliente,cocinar	hi-hi-	hi-hi-	h i + h i		398		392	arder	
1446	ProtoTakana	*camino	diji	diji	d i ʃ i		179		138	camino	
1447	Tacana	*camino	e-diři	e-diři	e + d i ɽ i		179		138	camino	
1448	Reyesano	*camino	e-ndziši	e-ndziši	e + n d z i ʃ i		179		138	trail	
1449	Araona	*camino	e-disi	e-disi	e + d i s i		179		138	camino	
1450	Sapibokona	*camino	e-rîsi	e-rîsi	e + r i s i		179		138	strada	
1451	Cavinena	*camino	e-dihi	e-dihi	e + d i h i		179		138	camino	
1452	Cavinena	*camino	e-dihi aridake	e-dihi_aridake	e + d i h i + a r i d a k e		179		138	calle	
1453	Cavinena	*camino	e-dihi-eke	e-dihi-eke	e + d i h i + e k e		179		138	en el camino	
1454	Cavinena	*camino	ami-dihi	ami-dihi	a m i + d i h i		179		138	vena	
1455	Cavinena	*camino	dihi-ma	dihi-ma	d i h i + m a		179	Armentia1887	138	hostigar	
1456	EseEjja	*camino	dii-	dii-	d i i	cognate?	179		138	rayar	
2120	ProtoTakana	*campanillo (wild turkey)	kucu	kucu	k u ʈʂ u		248		221	campanillo (wild turkey)	
2121	Reyesano	*campanillo (wild turkey)	hoco	hoco	h o ts o		248		221	campanillo	
2122	Cavinena	*campanillo (wild turkey)	koco	koco	k o ts o		248		221	campanillo (wild turkey)	
4695	ProtoTakana	*cangrejo	zeřu	zeřu	z e ɽ u		505		498	cangrejo	
4696	Tacana	*cangrejo	dheru	dheru	ð e r u		505		498	cangrejo	
4697	Cavinena	*cangrejo	sero	sero	s e r o	Armentia : teru 'cangrejo'	505		498	cangrejo	
2235	ProtoTakana	*canoa	kwaba	kwaba	kʷ a b a		255		231	canoa	
2236	Tacana	*canoa	kwaba	kwaba	kʷ a b a		255		231	canoa	
2237	Tacana	*canoa	kwaba-du	kwaba-du	kʷ a b a + d u		255		231	cedro	
2238	Reyesano	*canoa	kwamba	kwamba	kʷ a m b a		255		231	canoa	
2239	Maropa	*canoa	kuambá	kuambá	k u a m b á/a		255	Heath1883	231	canoe	
2240	Araona	*canoa	cuamba	cuamba	ts u a m b a		255		231	canoa	
2241	Cavinena	*canoa	kwaba	kwaba	kʷ a b a		255		231	canoa	
2242	Cavinena	*canoa	kwaba e-bari	kwaba_e-bari	kʷ a b a + e + b a r i		255		231	chalupa	
2243	Huarayo	*canoa	e-kwaba	e-kwaba	e + kʷ a b a		255		231	canoa	
2149	ProtoTakana	*canoso	kuřu	kuřu	k u ɽ u		253		226	canoso	
2150	Tacana	*canoso	e-huru	e-huru	e + h u r u		253		226	canoso,motacú bien maduro	
2151	Tacana	*canoso	huru	huru	h u r u		253		226	cano,canoso	
2152	Tacana	*canoso	huru-huru	huru-huru	h u r u + h u r u		253		226	podrido	
2153	Tacana	*canoso	huru-tiani	huru-tiani	h u r u + t i a n i		253		226	nuca	
2154	Tacana	*canoso	huru-	huru-	h u r u		253		226	encanecer	
2155	Tacana	*canoso	e-hurara	e-hurara	e + h u r a r a		253		226	bien maduro	
2156	Cavinena	*canoso	koro-	koro-	k o r o		253		226	masrcar	
2157	Cavinena	*canoso	koro-koro-	koro-koro-	k o r o + k o r o		253		226	acullicar,coquar (mascar coca)	
4759	ProtoTakana	*capibara	zududu	zududu	z u d u d u		510		504	capibara	
4760	Tacana	*capibara	dhududu	dhududu	ð u d u d u		510		504	capibnara	
4761	Reyesano	*capibara	sondzondzo	sondzondzo	s o n d z o n d z o		510		504	capybara	
4762	Araona	*capibara	tululu	tululu	t u l u l u		510		504	cabiai (capyvara)	
4763	Cavinena	*capibara	sododo	sododo	s o d o d o		510		504	capybara	
4764	EseEjja	*capibara	siobi	siobi	s i o b i	cognate?	510		504	capibara	
919	ProtoTakana	*cara	bu...	bu...	b u		122		77	cara	
920	Tacana	*cara	e-bu	e-bu	e + b u		122		77	cara	
921	Tacana	*cara	bu-beta	bu-beta	b u + b e t a		122		77	falso	
922	Tacana	*cara	bu-beta-na-su	bu-beta-na-su	b u + b e t a + n a + s u		122		77	ambos lados	
923	Tacana	*cara	bu-ʔiya-da	bu-ʔiya-da	b u + ʔ i j a + d a		122		77	serio,cara brava	
924	Tacana	*cara	e-bu-awa	e-bu-awa	e + b u + a w a		122		77	sien	
925	Tacana	*cara	e-bu-awa-su	e-bu-awa-su	e + b u + a w a + s u		122		77	a un lado	
926	Tacana	*cara	bu-pene	bu-pene	b u + p e n e		122		77	un lado,otro lado	
927	Tacana	*cara	bu-ke-	bu-ke-	b u + k e		122		77	acompañar	
928	Tacana	*cara	e-bu-ke-hi	e-bu-ke-hi	e + b u + k e + h i		122		77	compañero	
929	Tacana	*cara	bu-pe padha	bu-pe_padha	b u + p e + p a ð a		122		77	tuerto	
930	Maropa	*cara	embu	embu	e m b u		122	Heath1883	77	face	
931	Sapibokona	*cara	ebbù	ebbù	e b b u		122		77	faccia	
932	Mabenaro	*cara	iboathuna	iboathuna	i b o a t h u n a		122		77	eyebrow	
933	EseEjja	*cara	boʔba	boʔba	b o ʔ b a	cognate?	122		77	pluma	
12	ProtoTakana	*cargar	abu-	abu-	a b u	see also *bu3,*bute	28		1	cargar	
13	Tacana	*cargar	abu-	abu-	a b u		28		1	cargar	
14	Tacana	*cargar	h-abu-ti	h-abu-ti	h + a b u + t i		28	Armentia1887	1	topar,chocar una cosa con otra	
15	Tacana	*cargar	h-abu-ti-ke	h-abu-ti-ke	h + a b u + t i + k e		28	Armentia1887	1	cárgate	
16	Cavinena	*cargar	a-bo-ti	a-bo-ti	a + b o + t i		28		1	cargar	
17	Cavinena	*cargar	abo-ki	abo-ki	a b o + k i		28		1	jase (haz)	
18	Cavinena	*cargar	abu	abu	a b u		28	Armentia1887	1	cargar,escobar,tocar	
19	EseEjja	*cargar	bao-	bao-	b a o		28		1	cargar	
20	Huarayo	*cargar	baʔo-	baʔo-	b a ʔ o	with metathesis: *bu+a- or not cognate?	28		1	cargar	
638	ProtoTakana	*caricari	bana	bana	b a n a		79		46	caricari	
639	Tacana	*caricari	bana	bana	b a n a		79		46	caricari (árbol con espina)	
640	Cavinena	*caricari	bana	bana	b a n a		79		46	caricari	
1684	ProtoTakana	*cariño	ijami-	ijami-	i ʃ a m i		199		157	cariño	
1685	Tacana	*cariño	iřami-	iřami-	i ɽ a m i		199		157	abracer	
1686	Tacana	*cariño	e-idami	e-idami	e + i d a m i		199	Armentia1887	157	criatura de pechos	
1687	Cavinena	*cariño	ihamia	ihamia	i h a m i a		199	Armentia1887	157	caricia,cariño	
1688	Cavinena	*cariño	ihamiaki	ihamiaki	i h a m i a k i		199	Armentia1887	157	cariñoso	
1689	Cavinena	*cariño	ihami-mere	ihami-mere	i h a m i + m e r e		199	Armentia1887	157	encariñar	
3398	ProtoTakana	*carne,cuerpo	rami	rami	r a m i		379		362	carne,cuerpo	
3399	Tacana	*carne,cuerpo	yami	yami	j a m i		379		362	carne	
3400	Reyesano	*carne,cuerpo	yami	yami	j a m i		379		362	meat,flesh	
3401	Maropa	*carne,cuerpo	eámi	eámi	e á/a m i		379	Heath1883	362	body,meat	
3402	Araona	*carne,cuerpo	yami	yami	j a m i		379		362	carne	
3403	Cavinena	*carne,cuerpo	e-rami	e-rami	e + r a m i		379		362	carne	
3404	Cavinena	*carne,cuerpo	rami-tere	rami-tere	r a m i + t e r e		379	Armentia1887	362	desengrosar	
3405	Cavinena	*carne,cuerpo	e-rami-bi	e-rami-bi	e + r a m i + b i		379	Armentia1887	362	carnívoro	
3406	Cavinena	*carne,cuerpo	e-rami-kwinana	e-rami-kwinana	e + r a m i + kʷ i n a n a		379	Armentia1887	362	carnosidad	
3407	EseEjja	*carne,cuerpo	eyami	eyami	e j a m i		379		362	cuerpo	
3408	EseEjja	*carne,cuerpo	eyamiña	eyamiña	e j a m i ɲ a		379		362	vello del cuerpo	
3409	EseEjja	*carne,cuerpo	eyami-kekwa-xi	eyami-kekwa-xi	e j a m i + k e kʷ a + x i		379		362	curandero	
3410	Huarayo	*carne,cuerpo	eyami	eyami	e j a m i		379		362	carne	
3411	Huarayo	*carne,cuerpo	yámina	yámina	j á/a m i n a	this form would indicate that *r > War. y and not Ø	379		362	sin cuerpo	
3412	Arasa	*carne,cuerpo	éami	éami	é/e a m i		379		362	meat	
3155	ProtoTakana	*carpir	pařu	pařu	p a ɽ u		357		334	carpir	
3156	Tacana	*carpir	paru-	paru-	p a r u		357		334	carpir	
3157	Cavinena	*carpir	paro-paro-	paro-paro-	p a r o + p a r o		357		334	carpir	
3761	ProtoTakana	*casa	tare	tare	t a r e	There is uncertainty regarding the protoform on the ID in the source | A difficult set exhibiting unique vowel reflexes and elisions in Takanik, especially in Takana, and in the Čamik languages.	412		404	casa	
3762	Tacana	*casa	e-te	e-te	e + t e		412		404	casa	
3763	Tacana	*casa	e-te-pača	e-te-pača	e + t e + p a tʃ a		412		404	overnight shelter	
3764	Reyesano	*casa	e-tai	e-tai	e + t a i		412		404	house	
3765	Maropa	*casa	etai	etai	e t a i		412	Heath1883 Nordenskiöld1905	404	house	
3766	Sapibokona	*casa	etae	etae	e t a e		412		404	casa	
3767	Araona	*casa	etai	etai	e t a i		412		404	casa	
3768	Mabenaro	*casa	ithaiʔi	ithaiʔi	i t h a i ʔ i		412		404	house	
3769	Cavinena	*casa	e-tare	e-tare	e + t a r e		412		404	casa	
3770	Cavinena	*casa	e-tare-apo-da-ke	e-tare-apo-da-ke	e + t a r e + a p o + d a + k e		412		404	cárcel	
3771	Cavinena	*casa	tare-siri	tare-siri	t a r e + s i r i		412		404	tapera	
3772	Cavinena	*casa	tare-pera-	tare-pera-	t a r e + p e r a		412		404	visitar,pasear	
3773	EseEjja	*casa	e-kí	e-kí	e + k í/i		412		404	casa	
3774	EseEjja	*casa	biše-kii	biše-kii	b i ʃ e + k i i		412		404	popa de la canoa	
3775	Huarayo	*casa	e-ti	e-ti	e + t i		412		404	casa	
3776	Huarayo	*casa	e-ti-sisi	e-ti-sisi	e + t i + s i s i		412		404	cabaña	
3777	Chama	*casa	e-kíi	e-kíi	e + k í/i i		412		404	house	
3778	Chama	*casa	e-kíyase	e-kíyase	e + k í/i j a s e		412		404	to the house	
1533	ProtoTakana	*cascabel	du-	du-	d u	*du1?	181		141	cascabel	
1534	Tacana	*cascabel	du	du	d u		181	Armentia1887	141	cascabel	
1535	Tacana	*cascabel	duniduni	duniduni	d u n i d u n i		181	Armentia1887	141	serpentear	
1536	Cavinena	*cascabel	dunieke	dunieke	d u n i e k e	cognate?	181	Armentia1887	141	revés	
2493	ProtoTakana	*cascajo	maka	maka	m a k a	see also *a-maka	285		264	cascajo	
2494	Tacana	*cascajo	mahaita	mahaita	m a h a i t a	perhaps cognate with *makai?	285		264	nido maduro del turiro de tierra	
2495	Cavinena	*cascajo	maka-na	maka-na	m a k a + n a		285		264	cascajo,piedra de moler,cachuela,macanique,ripio	
2469	ProtoTakana	*castigar	mace	mace	m a ʈʂ e		281		259	castigar	
2470	Tacana	*castigar	ha-mace-ti	ha-mace-ti	h a + m a ʈʂ e + t i		281		259	castigo de Dios,cualquier sufrimiento	
2471	Tacana	*castigar	mace	mace	m a ʈʂ e		281	Armentia1887	259	castigar	
2472	Tacana	*castigar	e-mace-natani	e-mace-natani	e + m a ʈʂ e + n a t a n i		281	Armentia1887	259	castigo,penitencia	
2473	EseEjja	*castigar	kea-mase	kea-mase	k e a + m a s e		281		259	bravo	
2474	EseEjja	*castigar	xa-mase-ki-	xa-mase-ki-	x a + m a s e + k i	cognate??	281		259	ponerse bravo	
2727	ProtoTakana	*causative suffix	-mere	-mere	m e r e	see also *a-mere,*ba-mere,*me2	17		289	causative suffix	
2728	Tacana	*causative suffix	-me	-me	m e		17		289	causative suffix	
2729	Cavinena	*causative suffix	-mere	-mere	m e r e		17		289	causative suffix	
3217	ProtoTakana	*cayapo,balsa	peře	peře	p e ɽ e		364		341	cayapo,balsa	
3218	Tacana	*cayapo,balsa	pere	pere	p e r e		364		341	cayapo,balsa	
3219	Tacana	*cayapo,balsa	pere-baba	pere-baba	p e r e + b a b a		364	Armentia1887	341	sabe remar,balsero	
3220	Cavinena	*cayapo,balsa	pere	pere	p e r e		364		341	callapo	
3810	ProtoTakana	*caña	ta(wa)	ta	t a		404		411	caña	
3811	Tacana	*caña	ta(wa)	ta	t a	Form was inferred. There was none on the original source.	404		411	ambaibo (árbol)	
3812	Tacana	*caña	tawa midha	tawa_midha	t a w a + m i ð a		404		411	soga hecha de pancho	
3813	Tacana	*caña	e-tawa-(h)i	e-tawa-i	e + t a w a + i		404		411	escoba	
3814	EseEjja	*caña	e-ka	e-ka	e + k a		404		411	caña	
3815	EseEjja	*caña	e-ka-ná	e-ka-ná	e + k a + n á/a		404		411	miel de caña	
531	ProtoTakana	*cedro	bac̣a	bac̣a	b a ʈʂ a		66		34	cedro	
532	Tacana	*cedro	baca-ha	baca-ha	b a ʈʂ a + h a		66		34	paquío (arbol grande)	
533	Cavinena	*cedro	baca-ra	baca-ra	b a ts a + r a		66		34	cedro	
2749	ProtoTakana	*celar	mew{i/e}	mewI	m e w i|e/i		311		291	celar	
2750	Tacana	*celar	mevi-tua-	mevi-tua-	m e β i + t u a		311		291	apuntar	
2751	Cavinena	*celar	mewe-	mewe-	m e β e		311		291	celar	
2805	ProtoTakana	*ceniza	muru	muru	m u r u		319		298	ceniza	
2806	Tacana	*ceniza	e-ti-mo	e-ti-mo	e + t i + m o		319		298	ceniza	
2807	Cavinena	*ceniza	moro	moro	m o r o		319		298	ceniza,polvo,arena	
2808	Cavinena	*ceniza	muru-ukeda	muru-ukeda	m u r u + u k e d a		319	Armentia1887	298	rescoldo	
2809	Cavinena	*ceniza	muru-viru	muru-viru	m u r u + β i r u		319	Armentia1887	298	encenizar	
2810	Cavinena	*ceniza	kwawe-moro	kwawe-moro	kʷ a β e + m o r o		319		298	almidón de yuca	
2811	EseEjja	*ceniza	moo	moo	m o o		319		298	renacuajo	
2812	EseEjja	*ceniza	kea-moo	kea-moo	k e a + m o o		319		298	hartos	
3988	ProtoTakana	*centro	tipa	tipa	t i p a		435		425	centro	
3989	Tacana	*centro	tipa	tipa	t i p a		435	Armentia1887	425	centro	
3990	Tacana	*centro	tipa-hi	tipa-hi	t i p a + h i		435	Armentia1887	425	monton	
3991	Tacana	*centro	tipa-su	tipa-su	t i p a + s u		435	Armentia1887	425	en el centro	
3992	Tacana	*centro	e-tipe	e-tipe	e + t i p e	< *e-tipa-re?	435	Armentia1887	425	calle	
3993	Cavinena	*centro	e-tipa-re	e-tipa-re	e + t i p a + r e		435		425	campo,potrero	
4497	ProtoTakana	*cera	wini	wini	w i n i		485		476	cera	
4498	Tacana	*cera	wini	wini	β i n i		485		476	cera	
4499	Cavinena	*cera	wini	wini	β i n i		485		476	cera	
4500	Cavinena	*cera	vini-peta	vini-peta	β i n i + p e t a		485	Armentia1887	476	descerar	
4501	EseEjja	*cera	wini	wini	w i n i		485		476	abeja,miel de abeja	
4502	Chama	*cera	wíni	wíni	w í/i n i		485		476	bee	
4503	Arasa	*cera	huenita	huenita	h u e n i t a		485		476	wax	
4630	ProtoTakana	*cerner,punzar	zakwa	zakwa	z a kʷ a		496		490	cerner,punzar	
4631	Tacana	*cerner,punzar	dhakwa	dhakwa	ð a kʷ a		496		490	bentón (pez)	
4632	Tacana	*cerner,punzar	dakwa-	dakwa-	d a kʷ a	/dhakwa-/ in Armentia	496		490	cerner,colar	
4633	Tacana	*cerner,punzar	e-dakwa(h)i	e-dakwai	e + d a kʷ a i	/e-dhakwa-hi/ in Armentia	496		490	cedazo,colador,cernido,lanzada	
4634	Cavinena	*cerner,punzar	e-sakwa	e-sakwa	e + s a kʷ a		496		490	sunchado,punzado	
4635	Cavinena	*cerner,punzar	sakwa-	sakwa-	s a kʷ a		496		490	punzar	
4636	Cavinena	*cerner,punzar	e-sakwa	e-sakwa	e + s a kʷ a		496	Armentia1887	490	herida	
4637	Cavinena	*cerner,punzar	sakwa	sakwa	s a kʷ a		496	Armentia1887	490	cuchillada,herir,herido	
3845	ProtoTakana	*cerrar	teři	teři	t e ɽ i		424		416	cerrar	
3846	Tacana	*cerrar	teri-	teri-	t e r i		424		416	cerrar	
3847	Tacana	*cerrar	bia-teri-	bia-teri-	b i a + t e r i		424		416	tapar	
3848	Tacana	*cerrar	e-teri-hi	e-teri-hi	e + t e r i + h i		424		416	puerta	
3849	Cavinena	*cerrar	teri-	teri-	t e r i		424		416	cerrar,trancar	
3850	Cavinena	*cerrar	e-teri-ki	e-teri-ki	e + t e r i + k i		424		416	puerta	
3851	Cavinena	*cerrar	teri-mere	teri-mere	t e r i + m e r e		424	Armentia1887	416	encarcelar	
2585	ProtoTakana	*cerro	mata	mata	m a t a		300		278	cerro	
2586	Tacana	*cerro	e-mata	e-mata	e + m a t a		300		278	cerro,frente	
2587	Tacana	*cerro	e-mata wiceki	e-mata_wiceki	e + m a t a + β i ʈʂ e k i		300		278	punta de cerro	
2588	Tacana	*cerro	mata-kiukiu	mata-kiukiu	m a t a + k i u k i u	cognate?	300		278	cientopiés	
2589	Tacana	*cerro	mata-tiri	mata-tiri	m a t a + t i r i		300		278	lorito cuarito (frente amarillo)	
2590	Tacana	*cerro	e-matina	e-matina	e + m a t i n a		300		278	cumbre,punta	
2591	Reyesano	*cerro	e-mata	e-mata	e + m a t a		300		278	forehead	
2592	Reyesano	*cerro	e-maina	e-maina	e + m a i n a	matina?	300		278	hill	
2593	Maropa	*cerro	emmáta	emmáta	e m m á/a t a		300	Heath1883	278	forehead	
2594	Sapibokona	*cerro	emata	emata	e m a t a		300		278	fronte	
2595	Cavinena	*cerro	e-mata	e-mata	e + m a t a		300		278	serranía,montaña	
2596	Cavinena	*cerro	e-matina	e-matina	e + m a t i n a	Concept 'cima' taken from Armentia	300		278	punta,cima	
2597	Cavinena	*cerro	e-matina-cau	e-matina-cau	e + m a t i n a + ts a u		300	Armentia1887	278	casca	
3856	ProtoTakana	*chaco	te(ʔ)e	tee	t e e		419		418	chaco	
3857	Tacana	*chaco	te	te	t e		419		418	field	
3858	Tacana	*chaco	teini	teini	t e i n i		419	Armentia1887	418	chacra abandonada	
3859	Tacana	*chaco	te-su	te-su	t e + s u		419	Armentia1887	418	a la chacra	
3860	Reyesano	*chaco	te	te	t e		419		418	field	
3861	Cavinena	*chaco	tee~teʔe	tee	t e e		419		418	chaco	
3862	EseEjja	*chaco	ke	ke	k e		419		418	chaco	
4287	ProtoTakana	*chanco de tropa	wabu(ru)	wabu	w a b u		464		453	chanco de tropa	
4288	Tacana	*chanco de tropa	wabu	wabu	w a b u		464		453	chanco de tropa	
4289	Tacana	*chanco de tropa	wabu-kere	wabu-kere	w a b u + k e r e		464		453	taitetú	
4290	Maropa	*chanco de tropa	huambušápi	huambušápi	h u a m b u ʃ á/a p i		464		453	cobaye	
4291	Mabenaro	*chanco de tropa	wabu	wabu	w a b u		464		453	wangana	
4292	Mabenaro	*chanco de tropa	wabathama	wabathama	w a b a t h a m a		464		453	peccary	
4293	Cavinena	*chanco de tropa	waboro	waboro	w a b o r o		464		453	chanco de tropa	
4294	Cavinena	*chanco de tropa	waborasa	waborasa	w a b o r a s a		464		453	taitetú	
4295	EseEjja	*chanco de tropa	waxa	waxa	w a x a	cognate?	464		453	white-lipped peccary	
4296	EseEjja	*chanco de tropa	wo	wo	w o	cognate?	464		453	chancho	
3450	ProtoTakana	*chapapear,abochornar	řař{e/i}	řařI	ɽ a ɽ i|e/i		514		366	chapapear,abochornar	
3451	Tacana	*chapapear,abochornar	rare-	rare-	r a r e		514		366	chapapear,asar	
3452	Cavinena	*chapapear,abochornar	rari	rari	r a r i		514	Armentia1887	366	abochornar,bochorno	
1973	ProtoTakana	*chaquillo (árbol)	kama	kama	k a m a		232		200	chaquillo (árbol)	
1974	Tacana	*chaquillo (árbol)	hama	hama	h a m a		232		200	chaquillo (árbol)	
1975	Cavinena	*chaquillo (árbol)	kama	kama	k a m a		232		200	árbol para hacer limón, limón (de carretín)	
3612	ProtoTakana	*chichilo	sawi	sawi	s a w i		390		385	chicilo	
3613	Tacana	*chichilo	sawi	sawi	s a β i		390		385	chichilo,mono amarillo	
3614	Cavinena	*chichilo	hawi	hawi	h a β i		390		385	chichilo	
4321	ProtoTakana	*chico	wai	wai	w a i		467		456	chico	
4322	Tacana	*chico	wai-čidi	wai-čidi	w a i + tʃ i d i		467		456	chico,pequeño	
4323	Cavinena	*chico	e-wee-bari	e-wee-bari	e + β e e + b a r i	Concept 'mocedad' taken from Armentia	467		456	joven,maltón,mocedad	
4324	Cavinena	*chico	e-ve	e-ve	e + β e		467	Armentia1887	456	cachorro	
2278	ProtoTakana	*chocolate	kwase	kwase	kʷ a s e		259		236	chocolate	
2279	Tacana	*chocolate	kwase	kwase	kʷ a s e		259		236	fruta de cacao	
2280	Tacana	*chocolate	kwase eki	kwase_eki	kʷ a s e + e k i		259		236	árbol de cacao	
2281	Cavinena	*chocolate	kwahe	kwahe	kʷ a h e		259		236	chocolatillo (árbol)	
2282	Cavinena	*chocolate	kwahe-ri	kwahe-ri	kʷ a h e + r i		259		236	chocolate	
2283	EseEjja	*chocolate	kwahe	kwahe	kʷ a h e		259		236	chocolate	
2284	EseEjja	*chocolate	kwahe ʔiye	kwahe_ʔiye	kʷ a h e + ʔ i j e		259		236	chocolatal	
2285	Huarayo	*chocolate	kuahe	kuahe	k u a h e		259		236	cacao	
2286	Chama	*chocolate	/gwáxi/	/gwáxi/	gʷ á/a x i		259		236	chocolate	
2567	ProtoTakana	*chonta	mare	mare	m a r e		297		275	chonta	
2568	Tacana	*chonta	mue	mue	m u e	Armentia: maʔe	297		275	chima (árbol)	
2569	Cavinena	*chonta	mare	mare	m a r e		297		275	chonta	
2570	Cavinena	*chonta	mare-kaka	mare-kaka	m a r e + k a k a		297		275	chima	
2571	EseEjja	*chonta	mai	mai	m a i		297		275	chima (fruta)	
179	ProtoTakana	*chontaloro	adune	adune	a d u n e		32		7	chontaloro	
180	Tacana	*chontaloro	adune	adune	a d u n e		32		7	chontaloro (palmera)	
181	Cavinena	*chontaloro	adone	adone	a d o n e		32		7	chontaloro	
988	ProtoTakana	*chuchio,charo,caña brava	bu(w)e(i)	bue	b u e	There is uncertainty regarding the protoform on the ID in the source	120		87	chuchio,charo,caña brava	
989	Tacana	*chuchio,charo,caña brava	bue	bue	b u e		120		87	chuchio,charo,caña brava	
990	Reyesano	*chuchio,charo,caña brava	bobhe	bobhe	b o β e		120		87	cane	
991	Cavinena	*chuchio,charo,caña brava	bue	bue	b u e		120	Armentia1887	87	caña	
992	EseEjja	*chuchio,charo,caña brava	bekiobo	bekiobo	b e k i o b o		120		87	chuchio,charo	
993	Huarayo	*chuchio,charo,caña brava	bekiobo	bekiobo	b e k i o b o	*bei-tubu? | cognate?	120		87	caña brava	
483	ProtoTakana	*cielo	ba-	ba-	b a		76		31	cielo	
484	Tacana	*cielo	e-bakwa-pača	e-bakwa-pača	e + b a kʷ a + p a tʃ a		76		31	cielo (donde mora Dios)	
485	Tacana	*cielo	e-bake-su	e-bake-su	e + b a k e + s u		76		31	arriba	
486	Tacana	*cielo	baki-bauda	baki-bauda	b a k i + b a u d a		76		31	bien arriba,alto	
487	Tacana	*cielo	e-bake	e-bake	e + b a k e		76	Armentia1887	31	arriba	
488	Tacana	*cielo	e-bakiehe	e-bakiehe	e + b a k i e h e		76	Armentia1887	31	de arriba	
489	Maropa	*cielo	e-mbacue-pacha	e-mbacue-pacha	e + m b a ts u e + p a ts h a		76	Cardús1886	31	sky	
490	Sapibokona	*cielo	euacuepana	euacuepana	e u a ts u e p a n a		76		31	cielo	
491	Sapibokona	*cielo	evacuezù	evacuezù	e β a ts u e ɽ u		76		31	sù	
492	Sapibokona	*cielo	evaazu	evaazu	e β a a ɽ u		76		31	giù	
493	Guariza	*cielo	evacuepacha	evacuepacha	e β a ts u e p a ts h a		76		31	heaven	
494	Cavinena	*cielo	e-bakwa-bapo-hi	e-bakwa-bapo-hi	e + b a kʷ a + b a p o + h i		76		31	alzadora	
495	ProtoTakana	*cielo	bare	bare	b a r e		83		31	cielo	
496	Cavinena	*cielo	bue-pa	bue-pa	b u e + p a		83		31	cielo	
497	Cavinena	*cielo	bue-patia	bue-patia	b u e + p a t i a		83		31	noon	
498	Cavinena	*cielo	bai-pa	bai-pa	b a i + p a		83	Armentia1887	31	cielo	
499	Cavinena	*cielo	bae-patia	bae-patia	b a e + p a t i a		83	Armentia1887	31	medio día	
500	Cavinena	*cielo	bae-ha	bae-ha	b a e + h a		83	Armentia1887	31	alcanzar,conseguir	
501	Reyesano	*cielo	mbai-pa	mbai-pa	m b a i + p a		83		31	sky,heavens	
502	Cavinena	*cielo	e-bari	e-bari	e + b a r i	*bare+i?	83		31	grande	
503	Cavinena	*cielo	bare-pa	bare-pa	b a r e + p a		83		31	cielo	
504	Cavinena	*cielo	bare-patya	bare-patya	b a r e + p a t j a		83		31	noon	
505	Cavinena	*cielo	bare-	bare-	b a r e	Concept 'alargar' taken from Armentia	83		31	pasar,ganar,alargar	
506	Cavinena	*cielo	bare-re	bare-re	b a r e + r e	Concept 'celebro' taken from Armentia	83		31	corona,celebro	
507	Cavinena	*cielo	e-bare-hu	e-bare-hu	e + b a r e + h u		83	Armentia1887	31	encopetar	
3081	ProtoTakana	*ciempiés	nuřiři	nuřiři	n u ɽ i ɽ i		349		324	ciempiés	
3082	Tacana	*ciempiés	nuriri	nuriri	n u r i r i		349	Armentia1887	324	cientopiés	
3083	Cavinena	*ciempiés	nuriri	nuriri	n u r i r i		349	Armentia1887	324	escolopendra	
3983	ProtoTakana	*cintura	tima	tima	t i m a		434		424	cintura	
